"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		108",서울,2022-10-31,69.8,42
"		108",서울,2023-05-01,57,27
"		108",서울,2023-05-02,40.5,21
"		108",서울,2023-05-03,52.5,23
"		108",서울,2023-05-04,65.5,50
"		108",서울,2023-05-05,95.3,61
"		108",서울,2023-05-06,85.6,56
"		108",서울,2023-05-07,47.1,36
"		108",서울,2023-05-08,55.3,31
"		108",서울,2023-05-09,55.4,31
"		108",서울,2023-05-10,53.3,25
"		108",서울,2023-05-11,50.1,26
"		108",서울,2023-05-12,50.9,24
"		108",서울,2023-05-13,62,35
"		108",서울,2023-05-14,56.5,35
"		108",서울,2023-05-15,54.6,32
"		108",서울,2023-05-16,51.9,33
"		108",서울,2023-05-17,63.6,34
"		108",서울,2023-05-18,74.8,48
"		108",서울,2023-05-19,61.4,41
"		108",서울,2023-05-20,66.9,51
"		108",서울,2023-05-21,74,46
"		108",서울,2023-05-22,61.3,31
"		108",서울,2023-05-23,48,27
"		108",서울,2023-05-24,49.8,34
"		108",서울,2023-05-25,46.6,27
"		108",서울,2023-05-26,57.4,38
"		108",서울,2023-05-27,87.4,65
"		108",서울,2023-05-28,98.9,83
"		108",서울,2023-05-29,83.4,58
"		108",서울,2023-05-30,69.5,48
"		108",서울,2023-05-31,60.8,45
"		108",서울,2023-06-01,66.9,56
"		108",서울,2023-06-02,77.4,59
"		108",서울,2023-06-03,60.1,31
"		108",서울,2023-06-04,61,28
"		108",서울,2023-06-05,66.9,47
"		108",서울,2023-06-06,72.9,50
"		108",서울,2023-06-07,75.3,63
"		108",서울,2023-06-08,80.5,65
"		108",서울,2023-06-09,64,32
"		108",서울,2023-06-10,70,48
"		108",서울,2023-06-11,76.1,53
"		108",서울,2023-06-12,70.5,47
"		108",서울,2023-06-13,70,50
"		108",서울,2023-06-14,80.3,53
"		108",서울,2023-06-15,70.8,50
"		108",서울,2023-06-16,64.4,45
"		108",서울,2023-06-17,57.1,39
"		108",서울,2023-06-18,60.5,43
"		108",서울,2023-06-19,57.8,42
"		108",서울,2023-06-20,64.5,51
"		108",서울,2023-06-21,92.6,83
"		108",서울,2023-06-22,77.1,61
"		108",서울,2023-06-23,76.6,50
"		108",서울,2023-06-24,70.5,55
"		108",서울,2023-06-25,64.9,47
"		108",서울,2023-06-26,88.6,59
"		108",서울,2023-06-27,73.1,51
"		108",서울,2023-06-28,77.4,60
"		108",서울,2023-06-29,95.4,85
"		108",서울,2023-06-30,89.8,72
"		108",서울,2023-07-01,76.9,58
"		108",서울,2023-07-02,79.5,64
"		108",서울,2023-07-03,72,40
"		108",서울,2023-07-04,86.8,68
"		108",서울,2023-07-05,82.6,68
"		108",서울,2023-07-06,70.9,56
"		108",서울,2023-07-07,64.9,46
"		108",서울,2023-07-08,76.5,64
"		108",서울,2023-07-09,86.4,78
"		108",서울,2023-07-10,80.4,58
"		108",서울,2023-07-11,92.4,79
"		108",서울,2023-07-12,86.4,72
"		108",서울,2023-07-13,95,84
"		108",서울,2023-07-14,99.1,96
"		108",서울,2023-07-15,93.5,85
"		108",서울,2023-07-16,89.5,80
"		108",서울,2023-07-17,86.1,76
"		108",서울,2023-07-18,87.9,75
"		108",서울,2023-07-19,78.8,55
"		108",서울,2023-07-20,74,51
"		108",서울,2023-07-21,69.6,48
"		108",서울,2023-07-22,73.9,51
"		108",서울,2023-07-23,94.3,87
"		108",서울,2023-07-24,83.1,69
"		108",서울,2023-07-25,80.5,68
"		108",서울,2023-07-26,80.9,69
"		108",서울,2023-07-27,78.1,59
"		108",서울,2023-07-28,72.4,52
"		108",서울,2023-07-29,72.1,52
"		108",서울,2023-07-30,72.5,49
"		108",서울,2023-07-31,76.3,60
"		108",서울,2023-08-01,71.6,55
"		108",서울,2023-08-02,67.8,48
"		108",서울,2023-08-03,67,54
"		108",서울,2023-08-04,67.6,53
"		108",서울,2023-08-05,69,50
"		108",서울,2023-08-06,76.5,63
"		108",서울,2023-08-07,68.4,56
"		108",서울,2023-08-08,60.5,47
"		108",서울,2023-08-09,67.6,57
"		108",서울,2023-08-10,91.9,80
"		108",서울,2023-08-11,93.1,83
"		108",서울,2023-08-12,91,82
"		108",서울,2023-08-13,76.9,58
"		108",서울,2023-08-14,75.4,60
"		108",서울,2023-08-15,71.4,58
"		108",서울,2023-08-16,72,58
"		108",서울,2023-08-17,73,52
"		108",서울,2023-08-18,72.1,56
"		108",서울,2023-08-19,68.9,54
"		108",서울,2023-08-20,71.8,56
"		108",서울,2023-08-21,69.8,55
"		108",서울,2023-08-22,80.3,61
"		108",서울,2023-08-23,91.3,80
"		108",서울,2023-08-24,84.8,75
"		108",서울,2023-08-25,77.9,60
"		108",서울,2023-08-26,72.3,49
"		108",서울,2023-08-27,75,62
"		108",서울,2023-08-28,87.5,73
"		108",서울,2023-08-29,89.6,80
"		108",서울,2023-08-30,88,75
"		108",서울,2023-08-31,76.9,48
"		108",서울,2023-09-01,70.6,42
"		108",서울,2023-09-02,63.9,39
"		108",서울,2023-09-03,77.8,67
"		108",서울,2023-09-04,79.9,65
"		108",서울,2023-09-05,69.5,54
"		108",서울,2023-09-06,65.1,45
"		108",서울,2023-09-07,54.8,37
"		108",서울,2023-09-08,60.3,42
"		108",서울,2023-09-09,66.3,45
"		108",서울,2023-09-10,68.1,53
"		108",서울,2023-09-11,67.3,50
"		108",서울,2023-09-12,69.8,55
"		108",서울,2023-09-13,84.5,70
"		108",서울,2023-09-14,72.4,60
"		108",서울,2023-09-15,82.3,67
"		108",서울,2023-09-16,87.8,76
"		108",서울,2023-09-17,84.8,68
"		108",서울,2023-09-18,79.1,58
"		108",서울,2023-09-19,81.1,62
"		108",서울,2023-09-20,90.4,80
"		108",서울,2023-09-21,70.9,53
"		108",서울,2023-09-22,68.4,37
"		108",서울,2023-09-23,63.9,38
"		108",서울,2023-09-24,56.4,37
"		108",서울,2023-09-25,66.4,49
"		108",서울,2023-09-26,95.8,87
"		108",서울,2023-09-27,90.1,81
"		108",서울,2023-09-28,78.3,54
"		108",서울,2023-09-29,61.5,33
"		108",서울,2023-09-30,77,64
"		108",서울,2023-10-01,59.5,34
"		108",서울,2023-10-02,53.8,27
"		108",서울,2023-10-03,66.3,47
"		108",서울,2023-10-04,75.5,53
"		108",서울,2023-10-05,46.1,34
"		108",서울,2023-10-06,55.3,33
"		108",서울,2023-10-07,62.6,42
"		108",서울,2023-10-08,67.1,61
"		108",서울,2023-10-09,68.1,51
"		108",서울,2023-10-10,67.1,36
"		108",서울,2023-10-11,57.5,33
"		108",서울,2023-10-12,62.4,40
"		108",서울,2023-10-13,69.6,50
"		108",서울,2023-10-14,84.9,68
"		108",서울,2023-10-15,80,52
"		108",서울,2023-10-16,57,33
"		108",서울,2023-10-17,55.6,26
"		108",서울,2023-10-18,67,39
"		108",서울,2023-10-19,82.5,65
"		108",서울,2023-10-20,46.9,32
"		108",서울,2023-10-21,54.8,31
"		108",서울,2023-10-22,67.3,42
"		108",서울,2023-10-23,73.8,47
"		108",서울,2023-10-24,78.5,62
"		108",서울,2023-10-25,78.6,53
"		108",서울,2023-10-26,79.4,67
"		108",서울,2023-10-27,71.1,49
"		108",서울,2023-10-28,62.9,27
"		108",서울,2023-10-29,61.6,34
"		108",서울,2023-10-30,72,44
"		108",서울,2023-10-31,76,54
"		108",서울,2024-05-01,46,27
"		108",서울,2024-05-02,48.4,29
"		108",서울,2024-05-03,46.9,27
"		108",서울,2024-05-04,44.8,27
"		108",서울,2024-05-05,87.4,44
"		108",서울,2024-05-06,92.9,88
"		108",서울,2024-05-07,77.3,60
"		108",서울,2024-05-08,58.8,36
"		108",서울,2024-05-09,63.6,35
"		108",서울,2024-05-10,55.6,29
"		108",서울,2024-05-11,80,54
"		108",서울,2024-05-12,65,39
"		108",서울,2024-05-13,51.9,27
"		108",서울,2024-05-14,43.3,23
"		108",서울,2024-05-15,74.3,41
"		108",서울,2024-05-16,61.3,32
"		108",서울,2024-05-17,63.6,42
"		108",서울,2024-05-18,65.3,46
"		108",서울,2024-05-19,63.1,30
"		108",서울,2024-05-20,75,63
"		108",서울,2024-05-21,68.1,33
"		108",서울,2024-05-22,68.9,44
"		108",서울,2024-05-23,67.9,43
"		108",서울,2024-05-24,75.1,61
"		108",서울,2024-05-25,62.8,47
"		108",서울,2024-05-26,74.3,49
"		108",서울,2024-05-27,63.4,40
"		108",서울,2024-05-28,54.8,32
"		108",서울,2024-05-29,51.6,30
"		108",서울,2024-05-30,49.1,37
"		108",서울,2024-05-31,60,35
"		108",서울,2024-06-01,61.3,34
"		108",서울,2024-06-02,51.9,36
"		108",서울,2024-06-03,47.4,29
"		108",서울,2024-06-04,42.1,29
"		108",서울,2024-06-05,53.9,36
"		108",서울,2024-06-06,54.3,31
"		108",서울,2024-06-07,54.3,40
"		108",서울,2024-06-08,79.5,58
"		108",서울,2024-06-09,68.9,47
"		108",서울,2024-06-10,66.3,44
"		108",서울,2024-06-11,62.4,40
"		108",서울,2024-06-12,60.8,35
"		108",서울,2024-06-13,51.4,28
"		108",서울,2024-06-14,56,35
"		108",서울,2024-06-15,72.3,55
"		108",서울,2024-06-16,58.4,38
"		108",서울,2024-06-17,48.4,28
"		108",서울,2024-06-18,59.5,35
"		108",서울,2024-06-19,54.3,32
"		108",서울,2024-06-20,45.1,27
"		108",서울,2024-06-21,49.8,34
"		108",서울,2024-06-22,80.6,59
"		108",서울,2024-06-23,79.5,59
"		108",서울,2024-06-24,70.4,45
"		108",서울,2024-06-25,61.9,42
"		108",서울,2024-06-26,61,38
"		108",서울,2024-06-27,55,38
"		108",서울,2024-06-28,54.6,35
"		108",서울,2024-06-29,65.1,44
"		108",서울,2024-06-30,88.5,80
"		108",서울,2024-07-01,69.1,47
"		108",서울,2024-07-02,90,77
"		108",서울,2024-07-03,80.3,70
"		108",서울,2024-07-04,74.8,56
"		108",서울,2024-07-05,80.5,67
"		108",서울,2024-07-06,84.1,73
"		108",서울,2024-07-07,85.1,68
"		108",서울,2024-07-08,93.4,89
"		108",서울,2024-07-09,86.9,78
"		108",서울,2024-07-10,77.1,57
"		108",서울,2024-07-11,79.6,66
"		108",서울,2024-07-12,79.5,59
"		108",서울,2024-07-13,70,40
"		108",서울,2024-07-14,65.9,54
"		108",서울,2024-07-15,64.6,55
"		108",서울,2024-07-16,78.4,62
"		108",서울,2024-07-17,91.6,76
"		108",서울,2024-07-18,95.3,89
"		108",서울,2024-07-19,80.1,60
"		108",서울,2024-07-20,80.4,67
"		108",서울,2024-07-21,83.6,72
"		108",서울,2024-07-22,89,81
"		108",서울,2024-07-23,87.9,80
"		108",서울,2024-07-24,85,71
"		108",서울,2024-07-25,79.8,64
"		108",서울,2024-07-26,81.9,65
"		108",서울,2024-07-27,83.6,68
"		108",서울,2024-07-28,76,59
"		108",서울,2024-07-29,84,80
"		108",서울,2024-07-30,78.8,66
"		108",서울,2024-07-31,74.5,59
"		108",서울,2024-08-01,75.5,64
"		108",서울,2024-08-02,79.4,67
"		108",서울,2024-08-03,75,58
"		108",서울,2024-08-04,69.3,50
"		108",서울,2024-08-05,75.5,61
"		108",서울,2024-08-06,74.8,57
"		108",서울,2024-08-07,72,55
"		108",서울,2024-08-08,77.5,63
"		108",서울,2024-08-09,74.1,56
"		108",서울,2024-08-10,70.8,55
"		108",서울,2024-08-11,67.8,53
"		108",서울,2024-08-12,70.5,57
"		108",서울,2024-08-13,70,49
"		108",서울,2024-08-14,73,52
"		108",서울,2024-08-15,74.6,53
"		108",서울,2024-08-16,69.4,51
"		108",서울,2024-08-17,71,53
"		108",서울,2024-08-18,73.8,56
"		108",서울,2024-08-19,72.3,46
"		108",서울,2024-08-20,68.3,54
"		108",서울,2024-08-21,85.9,71
"		108",서울,2024-08-22,79.9,70
"		108",서울,2024-08-23,73.5,59
"		108",서울,2024-08-24,78.8,66
"		108",서울,2024-08-25,76.6,58
"		108",서울,2024-08-26,77.8,61
"		108",서울,2024-08-27,69.8,52
"		108",서울,2024-08-28,62.1,46
"		108",서울,2024-08-29,61,49
"		108",서울,2024-08-30,64,45
"		108",서울,2024-08-31,65.6,40
"		108",서울,2024-09-01,64.9,41
"		108",서울,2024-09-02,73.6,65
"		108",서울,2024-09-03,54.5,44
"		108",서울,2024-09-04,61.4,42
"		108",서울,2024-09-05,79.1,63
"		108",서울,2024-09-06,79.3,69
"		108",서울,2024-09-07,68.9,50
"		108",서울,2024-09-08,69.6,47
"		108",서울,2024-09-09,69,50
"		108",서울,2024-09-10,67.3,51
"		108",서울,2024-09-11,71.5,50
"		108",서울,2024-09-12,91.5,85
"		108",서울,2024-09-13,91.4,80
"		108",서울,2024-09-14,80.3,59
"		108",서울,2024-09-15,73.6,59
"		108",서울,2024-09-16,74,58
"		108",서울,2024-09-17,77,59
"		108",서울,2024-09-18,76.8,61
"		108",서울,2024-09-19,77.4,63
"		108",서울,2024-09-20,89.8,80
"		108",서울,2024-09-21,82.3,69
"		108",서울,2024-09-22,67.4,50
"		108",서울,2024-09-23,58.3,42
"		108",서울,2024-09-24,57.9,37
"		108",서울,2024-09-25,65.6,55
"		108",서울,2024-09-26,75.1,57
"		108",서울,2024-09-27,72.8,49
"		108",서울,2024-09-28,59.3,48
"		108",서울,2024-09-29,61.5,47
"		108",서울,2024-09-30,63,45
"		108",서울,2024-10-01,67.5,39
"		108",서울,2024-10-02,48.8,31
"		108",서울,2024-10-03,59,37
"		108",서울,2024-10-04,60,35
"		108",서울,2024-10-05,60.4,38
"		108",서울,2024-10-06,73.5,61
"		108",서울,2024-10-07,73.9,56
"		108",서울,2024-10-08,73.9,51
"		108",서울,2024-10-09,64.1,44
"		108",서울,2024-10-10,66.3,46
"		108",서울,2024-10-11,68.8,40
"		108",서울,2024-10-12,60.6,26
"		108",서울,2024-10-13,67,47
"		108",서울,2024-10-14,70.3,50
"		108",서울,2024-10-15,85,77
"		108",서울,2024-10-16,76.9,49
"		108",서울,2024-10-17,70.4,46
"		108",서울,2024-10-18,86.1,74
"		108",서울,2024-10-19,75,60
"		108",서울,2024-10-20,56,42
"		108",서울,2024-10-21,66.4,52
"		108",서울,2024-10-22,90.8,72
"		108",서울,2024-10-23,75.3,61
"		108",서울,2024-10-24,71.4,49
"		108",서울,2024-10-25,64.1,33
"		108",서울,2024-10-26,68.3,45
"		108",서울,2024-10-27,79.4,67
"		108",서울,2024-10-28,75.9,60
"		108",서울,2024-10-29,64.6,49
"		108",서울,2024-10-30,71.3,46
"		108",서울,2024-10-31,67.8,42
